artifact_family,artifact_count,total_size_in_bytes,first_created_at,last_created_at,examples_json,decision,retention_class,canonical_replacement
minervini-sepa-{n}m-fi,2,19144,2026-06-20T18:28:59Z,2026-06-30T17:49:50Z,"[""minervini-sepa-50m-fi"",""minervini-sepa-50m-fi""]",archive,historical_reference,none
minervini-sepa-{n}m-fr,2,47068,2026-06-20T18:29:16Z,2026-06-30T17:50:17Z,"[""minervini-sepa-50m-fr"",""minervini-sepa-50m-fr""]",archive,historical_reference,none
minervini-sepa-{n}m-gb,2,347054,2026-06-20T18:33:03Z,2026-06-30T17:54:56Z,"[""minervini-sepa-50m-gb"",""minervini-sepa-50m-gb""]",archive,historical_reference,none
minervini-sepa-{n}m-ie,2,5984,2026-06-20T18:28:46Z,2026-06-30T17:49:42Z,"[""minervini-sepa-50m-ie"",""minervini-sepa-50m-ie""]",archive,historical_reference,none
minervini-sepa-{n}m-it,2,89213,2026-06-20T18:29:48Z,2026-06-30T17:51:06Z,"[""minervini-sepa-50m-it"",""minervini-sepa-50m-it""]",archive,historical_reference,none
minervini-sepa-{n}m-nl,2,14540,2026-06-20T18:28:54Z,2026-06-30T17:49:48Z,"[""minervini-sepa-50m-nl"",""minervini-sepa-50m-nl""]",archive,historical_reference,none
minervini-sepa-{n}m-no,2,36014,2026-06-20T18:29:06Z,2026-06-30T17:50:07Z,"[""minervini-sepa-50m-no"",""minervini-sepa-50m-no""]",archive,historical_reference,none
minervini-sepa-{n}m-pl,2,41919,2026-06-20T18:29:16Z,2026-06-30T17:50:04Z,"[""minervini-sepa-50m-pl"",""minervini-sepa-50m-pl""]",archive,historical_reference,none
minervini-sepa-{n}m-pt,2,7689,2026-06-20T18:28:46Z,2026-06-30T17:49:45Z,"[""minervini-sepa-50m-pt"",""minervini-sepa-50m-pt""]",archive,historical_reference,none
minervini-sepa-{n}m-se,2,86537,2026-06-20T18:29:44Z,2026-06-30T17:50:56Z,"[""minervini-sepa-50m-se"",""minervini-sepa-50m-se""]",archive,historical_reference,none
minervini-sepa-{n}m-us,2,1120660,2026-06-20T18:48:03Z,2026-06-30T18:05:29Z,"[""minervini-sepa-50m-us"",""minervini-sepa-50m-us""]",archive,historical_reference,none
mypy-debt-report,224,1226418,2026-07-30T05:36:29Z,2026-08-02T19:30:23Z,"[""mypy-debt-report"",""mypy-debt-report"",""mypy-debt-report""]",archive,historical_reference,none
nightly-guard-{n},33,9519,2026-06-08T20:12:21Z,2026-06-10T01:32:03Z,"[""nightly-guard-0"",""nightly-guard-0"",""nightly-guard-0""]",archive,historical_reference,none
nightly-prepared-data,1,5383623,2026-06-09T19:41:57Z,2026-06-09T19:41:57Z,"[""nightly-prepared-data""]",archive,historical_reference,none
nightly-round-final-{n},22,151994824,2026-06-08T20:10:59Z,2026-06-10T01:40:20Z,"[""nightly-round-final-0"",""nightly-round-final-0"",""nightly-round-final-0""]",archive,historical_reference,none
nightly-r{n}-stage-{n},5400,560600115,2026-06-09T20:06:44Z,2026-06-10T01:33:48Z,"[""nightly-r0-stage-240"",""nightly-r0-stage-215"",""nightly-r0-stage-184""]",archive,historical_reference,none
openap-current-framework-contract-campaign-state-after-recovery-{n}-{n}-{n},6,23610,2026-08-01T17:46:55Z,2026-08-02T14:48:09Z,"[""openap-current-framework-contract-campaign-state-after-recovery-0-30710851407-1"",""openap-current-framework-contract-campaign-state-after-recovery-0-30711514246-1"",""openap-current-framework-contract-campaign-state-after-recovery-0-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-campaign-state-initial-{n}-{n},6,15918,2026-08-01T17:45:57Z,2026-08-02T14:47:29Z,"[""openap-current-framework-contract-campaign-state-initial-30710851407-1"",""openap-current-framework-contract-campaign-state-initial-30711514246-1"",""openap-current-framework-contract-campaign-state-initial-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-campaign-state-merged-{n}-{n},6,31128,2026-08-01T17:48:19Z,2026-08-02T14:49:37Z,"[""openap-current-framework-contract-campaign-state-merged-30710851407-1"",""openap-current-framework-contract-campaign-state-merged-30711514246-1"",""openap-current-framework-contract-campaign-state-merged-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-campaign-state-verified-{n}-{n},6,46188,2026-08-01T17:50:14Z,2026-08-02T14:51:41Z,"[""openap-current-framework-contract-campaign-state-verified-30710851407-1"",""openap-current-framework-contract-campaign-state-verified-30711514246-1"",""openap-current-framework-contract-campaign-state-verified-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-contract-{n}-{n},6,40600,2026-08-01T17:43:35Z,2026-08-02T14:44:55Z,"[""openap-current-framework-contract-contract-30710851407-1"",""openap-current-framework-contract-contract-30711514246-1"",""openap-current-framework-contract-contract-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-environment-{n}-{n},6,7689,2026-08-01T17:42:00Z,2026-08-02T14:43:47Z,"[""openap-current-framework-contract-environment-30710851407-1"",""openap-current-framework-contract-environment-30711514246-1"",""openap-current-framework-contract-environment-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-pilot-{n}-{n},6,4657,2026-08-01T17:44:50Z,2026-08-02T14:46:03Z,"[""openap-current-framework-contract-pilot-30710851407-1"",""openap-current-framework-contract-pilot-30711514246-1"",""openap-current-framework-contract-pilot-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-plan-{n}-{n},6,2403634,2026-08-01T17:45:25Z,2026-08-02T14:46:49Z,"[""openap-current-framework-contract-plan-30710851407-1"",""openap-current-framework-contract-plan-30711514246-1"",""openap-current-framework-contract-plan-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-preflight-{n}-{n},6,1596,2026-08-01T17:41:59Z,2026-08-02T14:43:46Z,"[""openap-current-framework-contract-preflight-30710851407-1"",""openap-current-framework-contract-preflight-30711514246-1"",""openap-current-framework-contract-preflight-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-prepared-{n}-{n},6,683125,2026-08-01T17:42:50Z,2026-08-02T14:44:18Z,"[""openap-current-framework-contract-prepared-30710851407-1"",""openap-current-framework-contract-prepared-30711514246-1"",""openap-current-framework-contract-prepared-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-recovery-wave-{n}-{n}-{n},6,22296,2026-08-01T17:46:54Z,2026-08-02T14:48:09Z,"[""openap-current-framework-contract-recovery-wave-0-30710851407-1"",""openap-current-framework-contract-recovery-wave-0-30711514246-1"",""openap-current-framework-contract-recovery-wave-0-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-results,6,10368645,2026-08-01T17:50:28Z,2026-08-02T14:52:02Z,"[""openap-current-framework-contract-results"",""openap-current-framework-contract-results"",""openap-current-framework-contract-results""]",archive,historical_reference,none
openap-current-framework-contract-sealed-final-stage-{n}-{n},6,10292817,2026-08-01T17:49:29Z,2026-08-02T14:50:51Z,"[""openap-current-framework-contract-sealed-final-stage-30710851407-1"",""openap-current-framework-contract-sealed-final-stage-30711514246-1"",""openap-current-framework-contract-sealed-final-stage-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-shard-g{n}-s{n}-a-{uuid},6,8671993,2026-08-01T17:46:19Z,2026-08-02T14:47:38Z,"[""openap-current-framework-contract-shard-g000-s000-a-2b0d766f-37d6-4a32-894e-54bb78760336"",""openap-current-framework-contract-shard-g000-s000-a-88247384-a70e-46c9-a6f2-da3b12fcc5ed"",""openap-current-framework-contract-shard-g000-s000-a-d78d13c9-b0e2-4360-812d-ff8b71ec611c""]",archive,historical_reference,none
openap-current-framework-contract-smoke-{n}-{n},6,1560,2026-08-01T17:44:14Z,2026-08-02T14:45:29Z,"[""openap-current-framework-contract-smoke-30710851407-1"",""openap-current-framework-contract-smoke-30711514246-1"",""openap-current-framework-contract-smoke-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-timeline-{n}-{n},6,87392,2026-08-01T17:48:55Z,2026-08-02T14:50:07Z,"[""openap-current-framework-contract-timeline-30710851407-1"",""openap-current-framework-contract-timeline-30711514246-1"",""openap-current-framework-contract-timeline-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-unsealed-final-stage-{n}-{n},6,10098562,2026-08-01T17:48:20Z,2026-08-02T14:49:38Z,"[""openap-current-framework-contract-unsealed-final-stage-30710851407-1"",""openap-current-framework-contract-unsealed-final-stage-30711514246-1"",""openap-current-framework-contract-unsealed-final-stage-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-verified-stage-{n}-{n},6,10368645,2026-08-01T17:50:15Z,2026-08-02T14:51:43Z,"[""openap-current-framework-contract-verified-stage-30710851407-1"",""openap-current-framework-contract-verified-stage-30711514246-1"",""openap-current-framework-contract-verified-stage-30713198479-1""]",archive,historical_reference,none
openap-current-framework-contract-wheelhouse-{n}-{n},6,1352522144,2026-08-01T17:41:22Z,2026-08-02T14:43:08Z,"[""openap-current-framework-contract-wheelhouse-30710851407-1"",""openap-current-framework-contract-wheelhouse-30711514246-1"",""openap-current-framework-contract-wheelhouse-30713198479-1""]",archive,historical_reference,none
openap-prepare,5,3044264,2026-08-01T18:10:42Z,2026-08-02T14:53:56Z,"[""openap-prepare"",""openap-prepare"",""openap-prepare""]",archive,historical_reference,none
openap-sec-lake-{n},152,412130991,2026-08-01T19:25:41Z,2026-08-02T17:24:26Z,"[""openap-sec-lake-0"",""openap-sec-lake-1"",""openap-sec-lake-5""]",archive,historical_reference,none
openap-sec-raw-{n},152,3408063825,2026-08-01T19:25:44Z,2026-08-02T17:24:27Z,"[""openap-sec-raw-0"",""openap-sec-raw-1"",""openap-sec-raw-5""]",archive,historical_reference,none
openap-sec-repair-lake-{n},4,12793586,2026-08-02T11:05:42Z,2026-08-02T12:50:28Z,"[""openap-sec-repair-lake-7"",""openap-sec-repair-lake-23"",""openap-sec-repair-lake-23""]",archive,historical_reference,none
openap-sec-repair-raw-{n},4,102089974,2026-08-02T11:05:43Z,2026-08-02T12:50:30Z,"[""openap-sec-repair-raw-7"",""openap-sec-repair-raw-23"",""openap-sec-repair-raw-23""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-campaign-state-after-recovery-{n}-{n}-{n},3,11832,2026-08-02T10:34:56Z,2026-08-02T18:08:10Z,"[""openap-sec-shard-repair-framework-contract-campaign-state-after-recovery-0-30743830116-1"",""openap-sec-shard-repair-framework-contract-campaign-state-after-recovery-0-30747362913-1"",""openap-sec-shard-repair-framework-contract-campaign-state-after-recovery-0-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-campaign-state-initial-{n}-{n},3,7959,2026-08-02T10:34:18Z,2026-08-02T18:07:34Z,"[""openap-sec-shard-repair-framework-contract-campaign-state-initial-30743830116-1"",""openap-sec-shard-repair-framework-contract-campaign-state-initial-30747362913-1"",""openap-sec-shard-repair-framework-contract-campaign-state-initial-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-campaign-state-merged-{n}-{n},3,15591,2026-08-02T10:36:30Z,2026-08-02T18:09:49Z,"[""openap-sec-shard-repair-framework-contract-campaign-state-merged-30743830116-1"",""openap-sec-shard-repair-framework-contract-campaign-state-merged-30747362913-1"",""openap-sec-shard-repair-framework-contract-campaign-state-merged-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-campaign-state-verified-{n}-{n},3,23121,2026-08-02T10:38:39Z,2026-08-02T18:11:52Z,"[""openap-sec-shard-repair-framework-contract-campaign-state-verified-30743830116-1"",""openap-sec-shard-repair-framework-contract-campaign-state-verified-30747362913-1"",""openap-sec-shard-repair-framework-contract-campaign-state-verified-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-contract-{n}-{n},3,20300,2026-08-02T10:31:29Z,2026-08-02T18:05:14Z,"[""openap-sec-shard-repair-framework-contract-contract-30743830116-1"",""openap-sec-shard-repair-framework-contract-contract-30747362913-1"",""openap-sec-shard-repair-framework-contract-contract-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-environment-{n}-{n},3,3848,2026-08-02T10:30:16Z,2026-08-02T18:03:49Z,"[""openap-sec-shard-repair-framework-contract-environment-30743830116-1"",""openap-sec-shard-repair-framework-contract-environment-30747362913-1"",""openap-sec-shard-repair-framework-contract-environment-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-pilot-{n}-{n},3,2341,2026-08-02T10:32:55Z,2026-08-02T18:06:30Z,"[""openap-sec-shard-repair-framework-contract-pilot-30743830116-1"",""openap-sec-shard-repair-framework-contract-pilot-30747362913-1"",""openap-sec-shard-repair-framework-contract-pilot-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-plan-{n}-{n},3,1201872,2026-08-02T10:33:34Z,2026-08-02T18:07:06Z,"[""openap-sec-shard-repair-framework-contract-plan-30743830116-1"",""openap-sec-shard-repair-framework-contract-plan-30747362913-1"",""openap-sec-shard-repair-framework-contract-plan-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-preflight-{n}-{n},3,798,2026-08-02T10:30:16Z,2026-08-02T18:03:49Z,"[""openap-sec-shard-repair-framework-contract-preflight-30743830116-1"",""openap-sec-shard-repair-framework-contract-preflight-30747362913-1"",""openap-sec-shard-repair-framework-contract-preflight-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-prepared-{n}-{n},3,341559,2026-08-02T10:30:45Z,2026-08-02T18:04:33Z,"[""openap-sec-shard-repair-framework-contract-prepared-30743830116-1"",""openap-sec-shard-repair-framework-contract-prepared-30747362913-1"",""openap-sec-shard-repair-framework-contract-prepared-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-recovery-wave-{n}-{n}-{n},3,11175,2026-08-02T10:34:55Z,2026-08-02T18:08:10Z,"[""openap-sec-shard-repair-framework-contract-recovery-wave-0-30743830116-1"",""openap-sec-shard-repair-framework-contract-recovery-wave-0-30747362913-1"",""openap-sec-shard-repair-framework-contract-recovery-wave-0-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-results,3,5184108,2026-08-02T10:38:54Z,2026-08-02T18:12:08Z,"[""openap-sec-shard-repair-framework-contract-results"",""openap-sec-shard-repair-framework-contract-results"",""openap-sec-shard-repair-framework-contract-results""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-sealed-final-stage-{n}-{n},3,5146194,2026-08-02T10:37:45Z,2026-08-02T18:11:04Z,"[""openap-sec-shard-repair-framework-contract-sealed-final-stage-30743830116-1"",""openap-sec-shard-repair-framework-contract-sealed-final-stage-30747362913-1"",""openap-sec-shard-repair-framework-contract-sealed-final-stage-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-shard-g{n}-s{n}-a-{uuid},3,4335850,2026-08-02T10:34:18Z,2026-08-02T18:07:39Z,"[""openap-sec-shard-repair-framework-contract-shard-g000-s000-a-edc1b8d0-1c7d-4ad4-9d68-90cd858a63d3"",""openap-sec-shard-repair-framework-contract-shard-g000-s000-a-2236c70d-d0aa-48db-9be7-f19ea629abdb"",""openap-sec-shard-repair-framework-contract-shard-g000-s000-a-a99216a0-d6f2-4d61-8b9b-3904c1b90175""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-smoke-{n}-{n},3,780,2026-08-02T10:32:12Z,2026-08-02T18:05:51Z,"[""openap-sec-shard-repair-framework-contract-smoke-30743830116-1"",""openap-sec-shard-repair-framework-contract-smoke-30747362913-1"",""openap-sec-shard-repair-framework-contract-smoke-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-timeline-{n}-{n},3,43627,2026-08-02T10:37:02Z,2026-08-02T18:10:22Z,"[""openap-sec-shard-repair-framework-contract-timeline-30743830116-1"",""openap-sec-shard-repair-framework-contract-timeline-30747362913-1"",""openap-sec-shard-repair-framework-contract-timeline-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-unsealed-final-stage-{n}-{n},3,5049136,2026-08-02T10:36:31Z,2026-08-02T18:09:50Z,"[""openap-sec-shard-repair-framework-contract-unsealed-final-stage-30743830116-1"",""openap-sec-shard-repair-framework-contract-unsealed-final-stage-30747362913-1"",""openap-sec-shard-repair-framework-contract-unsealed-final-stage-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-verified-stage-{n}-{n},3,5184108,2026-08-02T10:38:41Z,2026-08-02T18:11:53Z,"[""openap-sec-shard-repair-framework-contract-verified-stage-30743830116-1"",""openap-sec-shard-repair-framework-contract-verified-stage-30747362913-1"",""openap-sec-shard-repair-framework-contract-verified-stage-30760228865-1""]",archive,historical_reference,none
openap-sec-shard-repair-framework-contract-wheelhouse-{n}-{n},3,676273644,2026-08-02T10:29:41Z,2026-08-02T18:03:21Z,"[""openap-sec-shard-repair-framework-contract-wheelhouse-30743830116-1"",""openap-sec-shard-repair-framework-contract-wheelhouse-30747362913-1"",""openap-sec-shard-repair-framework-contract-wheelhouse-30760228865-1""]",archive,historical_reference,none
openap-yfinance-sec-current-score-results,5,8466972161,2026-08-01T23:16:09Z,2026-08-02T18:37:22Z,"[""openap-yfinance-sec-current-score-results"",""openap-yfinance-sec-current-score-results"",""openap-yfinance-sec-current-score-results""]",archive,historical_reference,none
openap-yfinance-{n},192,2607450069,2026-08-01T18:57:38Z,2026-08-02T15:05:47Z,"[""openap-yfinance-9"",""openap-yfinance-1"",""openap-yfinance-8""]",archive,historical_reference,none
openassetpricing-correlation-audit,1,578799,2026-07-31T20:01:45Z,2026-07-31T20:01:45Z,"[""openassetpricing-correlation-audit""]",archive,historical_reference,none
overnight-bundle-stage-{n},1080,3182393634,2026-06-08T07:39:35Z,2026-06-08T08:29:49Z,"[""overnight-bundle-stage-4"",""overnight-bundle-stage-182"",""overnight-bundle-stage-13""]",archive,historical_reference,none
overnight-cboe-data,4,5260969,2026-06-07T19:49:37Z,2026-06-08T08:19:44Z,"[""overnight-cboe-data"",""overnight-cboe-data"",""overnight-cboe-data""]",archive,historical_reference,none
overnight-cboe-results,1,42780290,2026-06-07T21:03:04Z,2026-06-07T21:03:04Z,"[""overnight-cboe-results""]",archive,historical_reference,none
overnight-cboe-stage-{n},720,32421907,2026-06-07T20:01:44Z,2026-06-07T21:01:56Z,"[""overnight-cboe-stage-155"",""overnight-cboe-stage-226"",""overnight-cboe-stage-264""]",archive,historical_reference,none
overnight-ensemble-data,4,192886,2026-06-07T19:50:46Z,2026-06-08T08:22:36Z,"[""overnight-ensemble-data"",""overnight-ensemble-data"",""overnight-ensemble-data""]",archive,historical_reference,none
overnight-ensemble-results,1,821278188,2026-06-07T21:15:36Z,2026-06-07T21:15:36Z,"[""overnight-ensemble-results""]",archive,historical_reference,none
overnight-ensemble-stage-{n},1080,2530031172,2026-06-07T21:04:47Z,2026-06-07T21:11:27Z,"[""overnight-ensemble-stage-53"",""overnight-ensemble-stage-234"",""overnight-ensemble-stage-64""]",archive,historical_reference,none
overnight-spy-data,4,6206283,2026-06-07T19:47:12Z,2026-06-08T08:17:45Z,"[""overnight-spy-data"",""overnight-spy-data"",""overnight-spy-data""]",archive,historical_reference,none
